,y_,z_,x_,timestamp
101,18.7726608445,19.9381510009,18.9285144084,2014-04-01 08:25:00
102,21.3512623632,20.7476399147,18.1904495137,2014-04-01 08:30:00
103,18.2536079598,21.0941767389,20.2902618156,2014-04-01 08:35:00
104,19.1948036054,20.9513093094,19.3434172634,2014-04-01 08:40:00
105,18.0407000104,19.3663322092,18.727765607,2014-04-01 08:45:00
106,20.7825109816,21.997802092,19.2957422643,2014-04-01 08:50:00
107,20.4812123602,21.3946612471,18.1971208058,2014-04-01 08:55:00
108,69.9717587639,64.7363178748,74.1260143836,2014-04-01 09:00:00
109,66.2916058721,63.85343895720001,69.10361164359999,2014-04-01 09:05:00
110,64.0324423692,65.4706890079,72.2808540663,2014-04-01 09:10:00
111,70.9963549007,67.3518900008,66.9544074866,2014-04-01 09:15:00
112,72.23120306930001,72.77087154510001,73.4850794789,2014-04-01 09:20:00
113,63.0849803741,71.7857267876,67.7731278131,2014-04-01 09:25:00
114,67.8208802199,72.7769472797,69.0056563819,2014-04-01 09:30:00
115,64.5825332749,64.8986167628,67.88839812890001,2014-04-01 09:35:00
116,63.4862533124,69.2710726253,71.1725848238,2014-04-01 09:40:00
117,71.1868242635,65.05218724699999,68.9065226554,2014-04-01 09:45:00
118,68.5181183224,62.6827149858,64.8937453607,2014-04-01 09:50:00
119,64.1401205203,70.5050893113,63.179337626000006,2014-04-01 09:55:00
120,74.651200174,72.0593219946,79.2470505155,2014-04-01 10:00:00
121,84.842464979,80.2026692617,77.4320730032,2014-04-01 10:05:00
122,83.0115068443,79.8964060121,71.3295428127,2014-04-01 10:10:00
123,83.4967734494,82.4150558575,75.9799830691,2014-04-01 10:15:00
124,76.9793877467,72.0058874628,77.8293300694,2014-04-01 10:20:00
125,79.5214887361,81.9996119049,82.67338298899999,2014-04-01 10:25:00
126,75.687435328,85.3487716827,71.0210883865,2014-04-01 10:30:00
127,71.0460898627,83.0481788021,75.2486478048,2014-04-01 10:35:00
128,76.06459570140001,81.5081234246,82.6076230245,2014-04-01 10:40:00
129,79.05858128979999,80.1168063049,79.90353942109999,2014-04-01 10:45:00
130,74.2964790823,76.3860486423,74.3401531544,2014-04-01 10:50:00
131,83.0001929198,81.1773626057,82.9596010938,2014-04-01 10:55:00
132,73.9710969315,83.0853274709,79.41334110529999,2014-04-01 11:00:00
133,77.4068210384,81.6113486879,79.4937884794,2014-04-01 11:05:00
134,73.55447171029999,84.2320113284,87.0996450426,2014-04-01 11:10:00
135,78.0064502589,78.7051408815,86.6309408675,2014-04-01 11:15:00
136,72.1987733943,73.4964031338,77.2701037963,2014-04-01 11:20:00
137,75.9026255791,80.4594131399,73.8037704623,2014-04-01 11:25:00
138,77.9412934973,75.78325228060001,76.7474037102,2014-04-01 11:30:00
139,79.17274193760001,77.6820239815,72.052805772,2014-04-01 11:35:00
140,80.2149468852,71.8449666323,71.8982924702,2014-04-01 11:40:00
141,75.94145892819999,77.65590151020001,77.8583840549,2014-04-01 11:45:00
142,79.88644938569999,84.431172792,86.5339792602,2014-04-01 11:50:00
143,79.6632095013,80.1994565238,85.426067155,2014-04-01 11:55:00
144,76.9663781954,72.0702202608,80.08686564029999,2014-04-01 12:00:00
145,85.1808654442,79.4220801225,80.9463697522,2014-04-01 12:05:00
146,80.6333817159,76.5712304907,72.0084220248,2014-04-01 12:10:00
147,77.2235359213,79.54524151380002,75.3574808711,2014-04-01 12:15:00
148,87.0528272939,78.3809134429,72.3095103677,2014-04-01 12:20:00
149,85.4191724508,86.80737351190002,83.9717453641,2014-04-01 12:25:00
150,87.6161392988,72.5716461793,74.2411363371,2014-04-01 12:30:00
151,82.9760511039,82.83788329069999,85.8016679353,2014-04-01 12:35:00
152,77.9579046083,85.5136858302,82.194437192,2014-04-01 12:40:00
153,76.4019781421,87.2429999736,75.5798939857,2014-04-01 12:45:00
154,82.5139497962,74.7523690092,74.4340968432,2014-04-01 12:50:00
155,87.5878336415,80.40427577930001,81.94354482050001,2014-04-01 12:55:00
156,82.0077546958,72.6799858531,86.3926524705,2014-04-01 13:00:00
157,86.08517365450001,79.9677395265,83.47372499939999,2014-04-01 13:05:00
158,77.2471111396,73.98956767359999,77.5581280065,2014-04-01 13:10:00
159,78.4924178171,85.3858492719,81.3786019713,2014-04-01 13:15:00
160,86.4796437365,73.8042027809,76.953713801,2014-04-01 13:20:00
161,84.0896808632,80.1933627389,87.9652763341,2014-04-01 13:25:00
162,87.6815165103,80.318256095,83.9612714729,2014-04-01 13:30:00
163,84.3759722612,87.525396829,81.81046701060001,2014-04-01 13:35:00
164,79.15724901520001,82.4598959788,78.7532409691,2014-04-01 13:40:00
165,80.47776901600001,76.5870593825,81.8707829394,2014-04-01 13:45:00
166,86.3875098999,75.8345842897,77.4472651938,2014-04-01 13:50:00
167,80.80694945409999,74.03419881720001,72.4444465903,2014-04-01 13:55:00
168,76.0827058414,84.1001985815,78.31765692970001,2014-04-01 14:00:00
169,78.9661264483,83.0481199978,86.883522504,2014-04-01 14:05:00
170,80.25720329090001,81.7541096513,82.0168805171,2014-04-01 14:10:00
171,73.543987056,72.6499597217,73.3397707712,2014-04-01 14:15:00
172,83.8961755783,84.20122000970001,86.15576213920002,2014-04-01 14:20:00
173,73.7461229499,82.2662522647,76.2983350936,2014-04-01 14:25:00
174,78.4749164371,87.4180256231,75.89666867439999,2014-04-01 14:30:00
175,84.8698851146,81.3913271068,76.7497713346,2014-04-01 14:35:00
176,79.4773106918,76.85954107149999,81.2313364867,2014-04-01 14:40:00
177,85.4681456476,78.10057982720001,80.7111351745,2014-04-01 14:45:00
178,77.466382588,74.8098602404,79.8587866682,2014-04-01 14:50:00
179,87.3179892393,83.5626157171,83.4765827479,2014-04-01 14:55:00
180,75.3507715345,83.3227466543,77.06386388119998,2014-04-01 15:00:00
181,72.6115292425,75.2096782278,84.51222102,2014-04-01 15:05:00
182,85.9579994831,74.535113627,74.8044287246,2014-04-01 15:10:00
183,84.03443671689999,73.2313759033,84.5211212147,2014-04-01 15:15:00
184,75.7110145604,86.59078061940002,82.6201685228,2014-04-01 15:20:00
185,87.7550232579,75.7283903396,82.930536812,2014-04-01 15:25:00
186,80.0357137181,77.5058723645,79.7040891874,2014-04-01 15:30:00
187,87.2162097587,76.4873378485,82.6712308715,2014-04-01 15:35:00
188,80.07969156979999,78.617238909,73.2760492881,2014-04-01 15:40:00
189,79.5492297084,83.4239799122,85.6239958745,2014-04-01 15:45:00
190,79.1854564066,85.9287052161,72.8880560037,2014-04-01 15:50:00
191,77.3572617813,74.9208607453,74.3791501112,2014-04-01 15:55:00
192,80.5390693195,82.9824381733,81.228479377,2014-04-01 16:00:00
193,79.2407224487,77.64084520520001,83.83042233260001,2014-04-01 16:05:00
194,72.58781065710002,87.68826633100002,73.2198844471,2014-04-01 16:10:00
195,76.1668174942,76.78255912569999,86.73207050010002,2014-04-01 16:15:00
196,75.4098200146,72.11494883520001,87.5775542316,2014-04-01 16:20:00
197,85.87880474949999,80.25008550390001,81.69504591329998,2014-04-01 16:25:00
198,81.5817629983,74.411554478,79.6997422622,2014-04-01 16:30:00
199,84.2187679069,72.7117712222,83.8621585408,2014-04-01 16:35:00
200,87.30904897030001,83.1721480203,77.2535693101,2014-04-01 16:40:00
201,82.3044703355,83.7159877851,79.8920775526,2014-04-01 16:45:00
202,87.7215914367,79.3710318172,86.6582500449,2014-04-01 16:50:00
203,76.988077009,82.8300092342,87.29031920610001,2014-04-01 16:55:00
204,74.9802461246,80.611800217,86.8330725129,2014-04-01 17:00:00
205,78.452928082,82.0767862061,76.19913981090001,2014-04-01 17:05:00
206,79.5327600984,81.5472322569,75.7194755672,2014-04-01 17:10:00
207,86.3257515365,82.65313248609999,76.762602618,2014-04-01 17:15:00
208,80.9590159363,75.19406150420002,79.0609474388,2014-04-01 17:20:00
209,76.6748665475,76.2992766217,77.02664902640001,2014-04-01 17:25:00
210,83.8821163151,79.039380041,77.98737478470001,2014-04-01 17:30:00
211,80.0932802384,79.1380177617,81.93015977270001,2014-04-01 17:35:00
212,74.5940824803,84.3905549794,84.20037850050001,2014-04-01 17:40:00
213,81.2290854095,77.8782686424,83.768899005,2014-04-01 17:45:00
214,86.5822793413,74.6000538505,85.0307444214,2014-04-01 17:50:00
215,85.4819290545,76.0234263349,72.5149226057,2014-04-01 17:55:00
216,32.5555775742,30.1742886218,29.105490665700003,2014-04-01 18:00:00
217,31.2133263199,33.4826176946,33.8520444488,2014-04-01 18:05:00
218,29.356658370300003,31.8101674261,32.211698278200004,2014-04-01 18:10:00
219,31.805747002600004,33.3352300666,32.5000940721,2014-04-01 18:15:00
220,33.6133019464,31.4637999158,29.1365503112,2014-04-01 18:20:00
221,31.105745834,34.4943012331,30.4340024842,2014-04-01 18:25:00
222,30.3068538646,35.0945232313,32.8854612373,2014-04-01 18:30:00
223,34.7608235293,33.086985703,34.2987575113,2014-04-01 18:35:00
224,34.057949943800004,34.3283937753,34.6686870856,2014-04-01 18:40:00
225,32.8849576504,32.0507667562,32.0026786288,2014-04-01 18:45:00
226,29.6754077034,34.7815667002,32.2910288896,2014-04-01 18:50:00
227,29.7274108709,34.1221469569,34.1315110856,2014-04-01 18:55:00
228,20.6224226384,24.6031666519,22.5685569733,2014-04-01 19:00:00
229,22.9210078103,22.9514586752,22.4755249615,2014-04-01 19:05:00
230,20.6777201939,23.65084489900001,24.2147751608,2014-04-01 19:10:00
231,23.9349685379,22.5920480278,23.698897290300003,2014-04-01 19:15:00
232,24.6084818582,21.3208568975,24.2326435888,2014-04-01 19:20:00
233,21.8012386715,21.7493019736,21.1377456459,2014-04-01 19:25:00
234,22.192439697,24.1651429324,22.5092009454,2014-04-01 19:30:00
235,23.3482676721,20.4106456811,23.9342738231,2014-04-01 19:35:00
236,24.3584441321,22.8098286383,20.6579411338,2014-04-01 19:40:00
237,24.1655387799,21.8287272682,23.72008515,2014-04-01 19:45:00
238,20.4180102727,21.8923813693,20.9797196068,2014-04-01 19:50:00
239,20.917440528,24.1228776814,23.7803707178,2014-04-01 19:55:00
240,21.522829867,21.929256183000003,20.938755589,2014-04-01 20:00:00
241,21.2537059155,20.8848581197,19.2234943904,2014-04-01 20:05:00
242,18.9776631335,19.5498753644,20.3708584741,2014-04-01 20:10:00
243,20.488456282,20.3794689493,21.2250833071,2014-04-01 20:15:00
244,21.6302164694,20.1043694997,21.0282612297,2014-04-01 20:20:00
245,19.3281254426,19.880419209,20.1820042736,2014-04-01 20:25:00
246,22.000793892,18.8530095035,22.1158050371,2014-04-01 20:30:00
247,18.6489721659,20.6565942321,20.558902699,2014-04-01 20:35:00
248,21.6358708088,19.6683007601,20.5040322087,2014-04-01 20:40:00
249,20.9543939621,21.1386690806,18.6869781922,2014-04-01 20:45:00
250,19.7230562872,19.7394590843,22.2090048501,2014-04-01 20:50:00
251,21.3849394614,20.1980454255,19.1574692354,2014-04-01 20:55:00
252,21.2308845519,18.2968467712,20.2099229424,2014-04-01 21:00:00
253,21.839926692,22.0756089566,21.3160988514,2014-04-01 21:05:00
254,19.5645599145,20.1265876032,18.9523497644,2014-04-01 21:10:00
255,20.8436384143,18.183815694,20.2060186776,2014-04-01 21:15:00
256,20.5084352901,20.2617142141,19.0537607405,2014-04-01 21:20:00
257,20.197308185,21.5845267412,21.1397660835,2014-04-01 21:25:00
258,21.6651618399,21.1914414862,20.3545999721,2014-04-01 21:30:00
259,18.0991300247,20.9034840937,21.5267381254,2014-04-01 21:35:00
260,19.2202629202,18.6469362942,21.6818074721,2014-04-01 21:40:00
261,20.2498438317,20.7299768172,20.693789562,2014-04-01 21:45:00
262,18.8029962312,21.1663063891,21.0018924452,2014-04-01 21:50:00
263,21.7352971192,20.387066652,20.2938253758,2014-04-01 21:55:00
264,20.6101472256,21.5917041637,19.556471129,2014-04-01 22:00:00
265,19.9306470394,19.1263027585,20.6122404548,2014-04-01 22:05:00
266,21.2792154806,18.9867886253,21.6539223116,2014-04-01 22:10:00
267,19.8225561591,21.498898117,19.6856015647,2014-04-01 22:15:00
268,20.2540372653,20.5212744911,19.2761274305,2014-04-01 22:20:00
269,18.0282945372,18.0230744306,19.5725193424,2014-04-01 22:25:00
270,19.4814864012,19.4311616491,19.760542438,2014-04-01 22:30:00
271,18.5729748357,21.4519980997,18.3118065813,2014-04-01 22:35:00
272,20.778683117,18.1266629446,20.0129613686,2014-04-01 22:40:00
273,19.9352272896,18.0302841762,19.9964351491,2014-04-01 22:45:00
274,19.2254689686,19.1433971884,20.3733149249,2014-04-01 22:50:00
275,19.8904058239,21.6767898975,19.4699533412,2014-04-01 22:55:00
276,18.8421365457,21.6100586585,20.4563572484,2014-04-01 23:00:00
277,21.7045129943,20.0789021904,21.5169957091,2014-04-01 23:05:00
278,18.2193879794,20.2168283685,21.8260737616,2014-04-01 23:10:00
279,21.4657887794,19.3317430255,20.3383530767,2014-04-01 23:15:00
280,20.0492838765,18.978589836,18.173852523900003,2014-04-01 23:20:00
281,20.4797173335,21.2649695051,21.8811443602,2014-04-01 23:25:00
282,19.2141108829,18.4287170746,20.8274463436,2014-04-01 23:30:00
283,21.8709888888,19.9532477697,19.3475686124,2014-04-01 23:35:00
284,19.1310762937,20.5415322531,18.5921998191,2014-04-01 23:40:00
285,20.3594202449,18.4182567861,18.5772405926,2014-04-01 23:45:00
286,21.9778857623,20.0822834382,18.6745624504,2014-04-01 23:50:00
287,21.5285102639,20.313984686,18.1857810844,2014-04-01 23:55:00
288,20.1453193011,20.969984242,21.6086167546,2014-04-02 00:00:00
289,21.9614980919,18.9393441966,20.1630729313,2014-04-02 00:05:00
290,20.8054794469,19.1733100132,20.7998376509,2014-04-02 00:10:00
291,18.8348016646,20.2780845865,21.3124340371,2014-04-02 00:15:00
292,19.6223848417,21.9325056399,21.1661640253,2014-04-02 00:20:00
293,19.337973336,18.869972731300003,21.5304224949,2014-04-02 00:25:00
294,19.3760548331,21.9436153085,21.869018490100004,2014-04-02 00:30:00
295,21.0418257574,20.8573701322,19.756282459,2014-04-02 00:35:00
296,20.3370517091,21.3043282785,21.8013418667,2014-04-02 00:40:00
297,18.1523708464,18.3585650729,20.8931597934,2014-04-02 00:45:00
298,21.5097939346,19.2016807497,18.2826727612,2014-04-02 00:50:00
299,19.1871845619,18.2309451186,20.7271324848,2014-04-02 00:55:00
