timestamp,x_,y_,z_
2014-04-01 02:35:00,21.0342209139,21.7695254589,19.8229281651
2014-04-01 02:40:00,20.1845778819,20.437631668,20.0607478355
2014-04-01 02:45:00,20.6059043517,21.1316866118,20.0783571133
2014-04-01 02:50:00,20.0667055704,20.6911628379,21.8015485767
2014-04-01 02:55:00,21.9674981787,19.9897466141,20.5976018695
2014-04-01 03:00:00,18.218486146,20.8735696071,19.1098279796
2014-04-01 03:05:00,19.9641792871,21.2964164954,20.1261471878
2014-04-01 03:10:00,18.3656661965,18.8989265767,20.5088943316
2014-04-01 03:15:00,18.6391422485,19.3445219219,20.5590868841
2014-04-01 03:20:00,19.5321534017,18.89490293,20.341016905
2014-04-01 03:25:00,18.622160366,19.8086918224,18.7109446185
2014-04-01 03:30:00,21.8547486638,21.5402582037,18.1343727563
2014-04-01 03:35:00,21.7871591069,19.3808284033,19.3513722095
2014-04-01 03:40:00,19.3444385849,19.4978675565,19.7100886182
2014-04-01 03:45:00,20.5589908482,21.4414689387,18.2472169583
2014-04-01 03:50:00,20.1350132824,20.061497323,21.2598693521
2014-04-01 03:55:00,21.2623479221,20.1417959986,19.37630975
2014-04-01 04:00:00,20.5097824393,21.4432048133,21.6545309847
2014-04-01 04:05:00,18.001009818,19.9621069481,18.6176404314
2014-04-01 04:10:00,21.0526975424,20.7262301385,18.2277398277
2014-04-01 04:15:00,20.9873924852,18.3425786635,19.9292644175
2014-04-01 04:20:00,20.0388908223,18.7145268525,18.7565173473
2014-04-01 04:25:00,21.6116758929,19.6175048029,21.7495971023
2014-04-01 04:30:00,21.633784822800003,19.9793562713,18.0412135938
2014-04-01 04:35:00,20.0956467068,21.8629348049,19.6504787002
2014-04-01 04:40:00,20.4319529248,21.8826065322,21.7069910854
2014-04-01 04:45:00,21.9860882877,21.4047883499,19.5376728269
2014-04-01 04:50:00,19.1952809392,19.2623953411,18.3724371224
2014-04-01 04:55:00,19.2984689692,21.8561131633,19.2115797714
2014-04-01 05:00:00,18.7310956107,20.7573634587,19.9920415753
2014-04-01 05:05:00,21.5834677566,19.571760511300003,18.7406067494
2014-04-01 05:10:00,20.9779535598,20.8066996679,19.8662468206
2014-04-01 05:15:00,18.4225713955,18.0660909191,21.3453727831
2014-04-01 05:20:00,21.9270694048,18.5846187291,21.4904718808
2014-04-01 05:25:00,20.9238468326,21.3187428462,18.197042938800003
2014-04-01 05:30:00,21.4020884384,20.5822945475,18.6436134322
2014-04-01 05:35:00,18.1926031567,19.4567788052,19.1011605431
2014-04-01 05:40:00,20.0198436758,20.0026665609,20.3794634036
2014-04-01 05:45:00,20.7943931469,21.6205685986,19.4439790352
2014-04-01 05:50:00,20.1717863383,20.5263124379,21.376163653800003
2014-04-01 05:55:00,20.6665898628,19.5925971357,20.8666874731
2014-04-01 06:00:00,21.2714962544,18.4813066296,18.4018240925
2014-04-01 06:05:00,19.4973482518,19.174987206500003,20.49823001
2014-04-01 06:10:00,21.3946747025,21.9133609312,18.4520505014
2014-04-01 06:15:00,18.6516644191,19.7494522514,19.0201426785
2014-04-01 06:20:00,19.0835442201,19.8873578554,18.7114825341
2014-04-01 06:25:00,18.1733824797,19.9943921296,18.6922477968
2014-04-01 06:30:00,19.4577072453,21.5364160918,20.4655820991
2014-04-01 06:35:00,19.5196381793,20.4157131375,20.2544196902
2014-04-01 06:40:00,21.221082388800003,20.7747081458,18.7041126112
2014-04-01 06:45:00,20.6125226812,19.5576541702,21.9606912217
2014-04-01 06:50:00,19.7468902326,18.1163504744,19.6873469295
2014-04-01 06:55:00,20.6084559145,21.723891657,18.3882773126
2014-04-01 07:00:00,18.2111334021,21.7965107237,18.4822760678
2014-04-01 07:05:00,18.7210861441,21.796612213400003,20.3355748549
2014-04-01 07:10:00,20.507791421,21.7747483466,21.9162776135
2014-04-01 07:15:00,20.5654672769,21.2609677643,20.2878044065
2014-04-01 07:20:00,21.0965386348,20.7383842005,21.7961659065
2014-04-01 07:25:00,19.6119990362,21.3780396731,19.776531403
2014-04-01 07:30:00,20.8902163865,20.402184956,19.7433644146
2014-04-01 07:35:00,20.7359213302,18.5374784556,20.0000294373
2014-04-01 07:40:00,21.8535735135,19.5648726602,20.7897018326
2014-04-01 07:45:00,18.8605209057,21.8851796479,19.4704638658
2014-04-01 07:50:00,20.206718255,19.4045512544,21.4555441307
2014-04-01 07:55:00,20.4070577684,21.4713116549,18.1171255391
2014-04-01 08:00:00,21.9945915397,18.3728458831,19.7590567801
2014-04-01 08:05:00,18.8047365687,19.3367353695,20.0439673999
2014-04-01 08:10:00,20.0928720799,19.4038132989,20.4281289531
2014-04-01 08:15:00,19.3847412309,18.2064101724,19.1042876495
2014-04-01 08:20:00,20.1035718743,18.4763773207,19.7099198839
2014-04-01 08:25:00,18.9285144084,18.7726608445,19.9381510009
2014-04-01 08:30:00,18.1904495137,21.3512623632,20.7476399147
2014-04-01 08:35:00,20.2902618156,18.2536079598,21.0941767389
2014-04-01 08:40:00,19.3434172634,19.1948036054,20.9513093094
2014-04-01 08:45:00,18.727765607,18.0407000104,19.3663322092
2014-04-01 08:50:00,19.2957422643,20.7825109816,21.997802092
2014-04-01 08:55:00,18.1971208058,20.4812123602,21.3946612471
2014-04-01 09:00:00,74.1260143836,69.9717587639,64.7363178748
2014-04-01 09:05:00,69.10361164359999,66.2916058721,63.85343895720001
2014-04-01 09:10:00,72.2808540663,64.0324423692,65.4706890079
2014-04-01 09:15:00,66.9544074866,70.9963549007,67.3518900008
2014-04-01 09:20:00,73.4850794789,72.23120306930001,72.77087154510001
2014-04-01 09:25:00,67.7731278131,63.0849803741,71.7857267876
2014-04-01 09:30:00,69.0056563819,67.8208802199,72.7769472797
2014-04-01 09:35:00,67.88839812890001,64.5825332749,64.8986167628
2014-04-01 09:40:00,71.1725848238,63.4862533124,69.2710726253
2014-04-01 09:45:00,68.9065226554,71.1868242635,65.05218724699999
2014-04-01 09:50:00,64.8937453607,68.5181183224,62.6827149858
2014-04-01 09:55:00,63.179337626000006,64.1401205203,70.5050893113
2014-04-01 10:00:00,79.2470505155,74.651200174,72.0593219946
2014-04-01 10:05:00,77.4320730032,84.842464979,80.2026692617
2014-04-01 10:10:00,71.3295428127,83.0115068443,79.8964060121
2014-04-01 10:15:00,75.9799830691,83.4967734494,82.4150558575
2014-04-01 10:20:00,77.8293300694,76.9793877467,72.0058874628
2014-04-01 10:25:00,82.67338298899999,79.5214887361,81.9996119049
2014-04-01 10:30:00,71.0210883865,75.687435328,85.3487716827
2014-04-01 10:35:00,75.2486478048,71.0460898627,83.0481788021
2014-04-01 10:40:00,82.6076230245,76.06459570140001,81.5081234246
2014-04-01 10:45:00,79.90353942109999,79.05858128979999,80.1168063049
2014-04-01 10:50:00,74.3401531544,74.2964790823,76.3860486423
2014-04-01 10:55:00,82.9596010938,83.0001929198,81.1773626057
2014-04-01 11:00:00,79.41334110529999,73.9710969315,83.0853274709
2014-04-01 11:05:00,79.4937884794,77.4068210384,81.6113486879
2014-04-01 11:10:00,87.0996450426,73.55447171029999,84.2320113284
2014-04-01 11:15:00,86.6309408675,78.0064502589,78.7051408815
2014-04-01 11:20:00,77.2701037963,72.1987733943,73.4964031338
2014-04-01 11:25:00,73.8037704623,75.9026255791,80.4594131399
2014-04-01 11:30:00,76.7474037102,77.9412934973,75.78325228060001
2014-04-01 11:35:00,72.052805772,79.17274193760001,77.6820239815
2014-04-01 11:40:00,71.8982924702,80.2149468852,71.8449666323
2014-04-01 11:45:00,77.8583840549,75.94145892819999,77.65590151020001
2014-04-01 11:50:00,86.5339792602,79.88644938569999,84.431172792
2014-04-01 11:55:00,85.426067155,79.6632095013,80.1994565238
2014-04-01 12:00:00,80.08686564029999,76.9663781954,72.0702202608
2014-04-01 12:05:00,80.9463697522,85.1808654442,79.4220801225
2014-04-01 12:10:00,72.0084220248,80.6333817159,76.5712304907
2014-04-01 12:15:00,75.3574808711,77.2235359213,79.54524151380002
2014-04-01 12:20:00,72.3095103677,87.0528272939,78.3809134429
2014-04-01 12:25:00,83.9717453641,85.4191724508,86.80737351190002
2014-04-01 12:30:00,74.2411363371,87.6161392988,72.5716461793
2014-04-01 12:35:00,85.8016679353,82.9760511039,82.83788329069999
2014-04-01 12:40:00,82.194437192,77.9579046083,85.5136858302
2014-04-01 12:45:00,75.5798939857,76.4019781421,87.2429999736
2014-04-01 12:50:00,74.4340968432,82.5139497962,74.7523690092
2014-04-01 12:55:00,81.94354482050001,87.5878336415,80.40427577930001
2014-04-01 13:00:00,86.3926524705,82.0077546958,72.6799858531
2014-04-01 13:05:00,83.47372499939999,86.08517365450001,79.9677395265
2014-04-01 13:10:00,77.5581280065,77.2471111396,73.98956767359999
2014-04-01 13:15:00,81.3786019713,78.4924178171,85.3858492719
2014-04-01 13:20:00,76.953713801,86.4796437365,73.8042027809
2014-04-01 13:25:00,87.9652763341,84.0896808632,80.1933627389
2014-04-01 13:30:00,83.9612714729,87.6815165103,80.318256095
2014-04-01 13:35:00,81.81046701060001,84.3759722612,87.525396829
2014-04-01 13:40:00,78.7532409691,79.15724901520001,82.4598959788
2014-04-01 13:45:00,81.8707829394,80.47776901600001,76.5870593825
2014-04-01 13:50:00,77.4472651938,86.3875098999,75.8345842897
2014-04-01 13:55:00,72.4444465903,80.80694945409999,74.03419881720001
2014-04-01 14:00:00,78.31765692970001,76.0827058414,84.1001985815
2014-04-01 14:05:00,86.883522504,78.9661264483,83.0481199978
2014-04-01 14:10:00,82.0168805171,80.25720329090001,81.7541096513
2014-04-01 14:15:00,73.3397707712,73.543987056,72.6499597217
2014-04-01 14:20:00,86.15576213920002,83.8961755783,84.20122000970001
2014-04-01 14:25:00,76.2983350936,73.7461229499,82.2662522647
2014-04-01 14:30:00,75.89666867439999,78.4749164371,87.4180256231
2014-04-01 14:35:00,76.7497713346,84.8698851146,81.3913271068
2014-04-01 14:40:00,81.2313364867,79.4773106918,76.85954107149999
2014-04-01 14:45:00,80.7111351745,85.4681456476,78.10057982720001
2014-04-01 14:50:00,79.8587866682,77.466382588,74.8098602404
2014-04-01 14:55:00,83.4765827479,87.3179892393,83.5626157171
2014-04-01 15:00:00,77.06386388119998,75.3507715345,83.3227466543
2014-04-01 15:05:00,84.51222102,72.6115292425,75.2096782278
2014-04-01 15:10:00,74.8044287246,85.9579994831,74.535113627
2014-04-01 15:15:00,84.5211212147,84.03443671689999,73.2313759033
2014-04-01 15:20:00,82.6201685228,75.7110145604,86.59078061940002
2014-04-01 15:25:00,82.930536812,87.7550232579,75.7283903396
2014-04-01 15:30:00,79.7040891874,80.0357137181,77.5058723645
2014-04-01 15:35:00,82.6712308715,87.2162097587,76.4873378485
2014-04-01 15:40:00,73.2760492881,80.07969156979999,78.617238909
2014-04-01 15:45:00,85.6239958745,79.5492297084,83.4239799122
2014-04-01 15:50:00,72.8880560037,79.1854564066,85.9287052161
2014-04-01 15:55:00,74.3791501112,77.3572617813,74.9208607453
2014-04-01 16:00:00,81.228479377,80.5390693195,82.9824381733
2014-04-01 16:05:00,83.83042233260001,79.2407224487,77.64084520520001
2014-04-01 16:10:00,73.2198844471,72.58781065710002,87.68826633100002
2014-04-01 16:15:00,86.73207050010002,76.1668174942,76.78255912569999
2014-04-01 16:20:00,87.5775542316,75.4098200146,72.11494883520001
2014-04-01 16:25:00,81.69504591329998,85.87880474949999,80.25008550390001
2014-04-01 16:30:00,79.6997422622,81.5817629983,74.411554478
2014-04-01 16:35:00,83.8621585408,84.2187679069,72.7117712222
2014-04-01 16:40:00,77.2535693101,87.30904897030001,83.1721480203
2014-04-01 16:45:00,79.8920775526,82.3044703355,83.7159877851
2014-04-01 16:50:00,86.6582500449,87.7215914367,79.3710318172
2014-04-01 16:55:00,87.29031920610001,76.988077009,82.8300092342
2014-04-01 17:00:00,86.8330725129,74.9802461246,80.611800217
2014-04-01 17:05:00,76.19913981090001,78.452928082,82.0767862061
2014-04-01 17:10:00,75.7194755672,79.5327600984,81.5472322569
2014-04-01 17:15:00,76.762602618,86.3257515365,82.65313248609999
2014-04-01 17:20:00,79.0609474388,80.9590159363,75.19406150420002
2014-04-01 17:25:00,77.02664902640001,76.6748665475,76.2992766217
2014-04-01 17:30:00,77.98737478470001,83.8821163151,79.039380041
2014-04-01 17:35:00,81.93015977270001,80.0932802384,79.1380177617
2014-04-01 17:40:00,84.20037850050001,74.5940824803,84.3905549794
2014-04-01 17:45:00,83.768899005,81.2290854095,77.8782686424
2014-04-01 17:50:00,85.0307444214,86.5822793413,74.6000538505
2014-04-01 17:55:00,72.5149226057,85.4819290545,76.0234263349
2014-04-01 18:00:00,29.105490665700003,32.5555775742,30.1742886218
2014-04-01 18:05:00,33.8520444488,31.2133263199,33.4826176946
2014-04-01 18:10:00,32.211698278200004,29.356658370300003,31.8101674261
2014-04-01 18:15:00,32.5000940721,31.805747002600004,33.3352300666
2014-04-01 18:20:00,29.1365503112,33.6133019464,31.4637999158
2014-04-01 18:25:00,30.4340024842,31.105745834,34.4943012331
2014-04-01 18:30:00,32.8854612373,30.3068538646,35.0945232313
2014-04-01 18:35:00,34.2987575113,34.7608235293,33.086985703
2014-04-01 18:40:00,34.6686870856,34.057949943800004,34.3283937753
2014-04-01 18:45:00,32.0026786288,32.8849576504,32.0507667562
2014-04-01 18:50:00,32.2910288896,29.6754077034,34.7815667002
2014-04-01 18:55:00,34.1315110856,29.7274108709,34.1221469569
2014-04-01 19:00:00,22.5685569733,20.6224226384,24.6031666519
2014-04-01 19:05:00,22.4755249615,22.9210078103,22.9514586752
2014-04-01 19:10:00,24.2147751608,20.6777201939,23.65084489900001
2014-04-01 19:15:00,23.698897290300003,23.9349685379,22.5920480278
2014-04-01 19:20:00,24.2326435888,24.6084818582,21.3208568975
2014-04-01 19:25:00,21.1377456459,21.8012386715,21.7493019736
2014-04-01 19:30:00,22.5092009454,22.192439697,24.1651429324
2014-04-01 19:35:00,23.9342738231,23.3482676721,20.4106456811
2014-04-01 19:40:00,20.6579411338,24.3584441321,22.8098286383
2014-04-01 19:45:00,23.72008515,24.1655387799,21.8287272682
2014-04-01 19:50:00,20.9797196068,20.4180102727,21.8923813693
2014-04-01 19:55:00,23.7803707178,20.917440528,24.1228776814
2014-04-01 20:00:00,20.938755589,21.522829867,21.929256183000003
2014-04-01 20:05:00,19.2234943904,21.2537059155,20.8848581197
2014-04-01 20:10:00,20.3708584741,18.9776631335,19.5498753644
2014-04-01 20:15:00,21.2250833071,20.488456282,20.3794689493
2014-04-01 20:20:00,21.0282612297,21.6302164694,20.1043694997
2014-04-01 20:25:00,20.1820042736,19.3281254426,19.880419209
2014-04-01 20:30:00,22.1158050371,22.000793892,18.8530095035
2014-04-01 20:35:00,20.558902699,18.6489721659,20.6565942321
2014-04-01 20:40:00,20.5040322087,21.6358708088,19.6683007601
2014-04-01 20:45:00,18.6869781922,20.9543939621,21.1386690806
2014-04-01 20:50:00,22.2090048501,19.7230562872,19.7394590843
2014-04-01 20:55:00,19.1574692354,21.3849394614,20.1980454255
2014-04-01 21:00:00,20.2099229424,21.2308845519,18.2968467712
2014-04-01 21:05:00,21.3160988514,21.839926692,22.0756089566
2014-04-01 21:10:00,18.9523497644,19.5645599145,20.1265876032
2014-04-01 21:15:00,20.2060186776,20.8436384143,18.183815694
2014-04-01 21:20:00,19.0537607405,20.5084352901,20.2617142141
2014-04-01 21:25:00,21.1397660835,20.197308185,21.5845267412
2014-04-01 21:30:00,20.3545999721,21.6651618399,21.1914414862
2014-04-01 21:35:00,21.5267381254,18.0991300247,20.9034840937
2014-04-01 21:40:00,21.6818074721,19.2202629202,18.6469362942
2014-04-01 21:45:00,20.693789562,20.2498438317,20.7299768172
2014-04-01 21:50:00,21.0018924452,18.8029962312,21.1663063891
2014-04-01 21:55:00,20.2938253758,21.7352971192,20.387066652
2014-04-01 22:00:00,19.556471129,20.6101472256,21.5917041637
2014-04-01 22:05:00,20.6122404548,19.9306470394,19.1263027585
2014-04-01 22:10:00,21.6539223116,21.2792154806,18.9867886253
2014-04-01 22:15:00,19.6856015647,19.8225561591,21.498898117
2014-04-01 22:20:00,19.2761274305,20.2540372653,20.5212744911
2014-04-01 22:25:00,19.5725193424,18.0282945372,18.0230744306
2014-04-01 22:30:00,19.760542438,19.4814864012,19.4311616491
2014-04-01 22:35:00,18.3118065813,18.5729748357,21.4519980997
2014-04-01 22:40:00,20.0129613686,20.778683117,18.1266629446
2014-04-01 22:45:00,19.9964351491,19.9352272896,18.0302841762
2014-04-01 22:50:00,20.3733149249,19.2254689686,19.1433971884
2014-04-01 22:55:00,19.4699533412,19.8904058239,21.6767898975
2014-04-01 23:00:00,20.4563572484,18.8421365457,21.6100586585
2014-04-01 23:05:00,21.5169957091,21.7045129943,20.0789021904
2014-04-01 23:10:00,21.8260737616,18.2193879794,20.2168283685
2014-04-01 23:15:00,20.3383530767,21.4657887794,19.3317430255
2014-04-01 23:20:00,18.173852523900003,20.0492838765,18.978589836
2014-04-01 23:25:00,21.8811443602,20.4797173335,21.2649695051
2014-04-01 23:30:00,20.8274463436,19.2141108829,18.4287170746
2014-04-01 23:35:00,19.3475686124,21.8709888888,19.9532477697
2014-04-01 23:40:00,18.5921998191,19.1310762937,20.5415322531
2014-04-01 23:45:00,18.5772405926,20.3594202449,18.4182567861
2014-04-01 23:50:00,18.6745624504,21.9778857623,20.0822834382
2014-04-01 23:55:00,18.1857810844,21.5285102639,20.313984686
2014-04-02 00:00:00,21.6086167546,20.1453193011,20.969984242
2014-04-02 00:05:00,20.1630729313,21.9614980919,18.9393441966
2014-04-02 00:10:00,20.7998376509,20.8054794469,19.1733100132
2014-04-02 00:15:00,21.3124340371,18.8348016646,20.2780845865
2014-04-02 00:20:00,21.1661640253,19.6223848417,21.9325056399
2014-04-02 00:25:00,21.5304224949,19.337973336,18.869972731300003
2014-04-02 00:30:00,21.869018490100004,19.3760548331,21.9436153085
2014-04-02 00:35:00,19.756282459,21.0418257574,20.8573701322
2014-04-02 00:40:00,21.8013418667,20.3370517091,21.3043282785
2014-04-02 00:45:00,20.8931597934,18.1523708464,18.3585650729
2014-04-02 00:50:00,18.2826727612,21.5097939346,19.2016807497
2014-04-02 00:55:00,20.7271324848,19.1871845619,18.2309451186
2014-04-02 01:00:00,20.7468666384,21.9882995077,19.48618798
2014-04-02 01:05:00,21.6234422552,21.8167629213,21.9251586397
2014-04-02 01:10:00,19.4917285299,21.7621228667,18.4210922488
2014-04-02 01:15:00,20.3396460011,21.2445104163,20.2494911295
2014-04-02 01:20:00,18.048750204,18.8824533267,18.024282491300003
2014-04-02 01:25:00,19.3283009687,20.1305309761,20.8507312642
2014-04-02 01:30:00,18.2489749046,18.8972105073,18.7887707695
2014-04-02 01:35:00,20.0874918911,19.0387018224,18.5183381485
2014-04-02 01:40:00,21.269790602,20.4438070777,19.3480712486
2014-04-02 01:45:00,18.8257707685,18.1633341814,21.0841771918
2014-04-02 01:50:00,20.1097641822,21.8778342673,18.4264523452
2014-04-02 01:55:00,18.816034546,21.6746926903,18.9193559832
2014-04-02 02:00:00,18.4827538714,19.5230702886,18.0338576865
2014-04-02 02:05:00,20.0439871677,20.061689792,21.8736594508
2014-04-02 02:10:00,18.3165944838,19.8644776771,20.3685824
2014-04-02 02:15:00,20.3494185246,21.5287991145,20.8795985455
2014-04-02 02:20:00,18.1253498427,20.7544075053,20.6055326846
2014-04-02 02:25:00,18.4268598875,19.1124449897,18.5774582355
2014-04-02 02:30:00,20.1999899419,19.7873650179,20.379759756
2014-04-02 02:35:00,20.365629651600003,19.7158639027,18.5256623806
2014-04-02 02:40:00,18.1159477204,21.8373406731,19.6049458159
2014-04-02 02:45:00,20.293507152,18.7012436421,20.2758525437
2014-04-02 02:50:00,21.3540101013,18.3583053492,20.2355244564
2014-04-02 02:55:00,20.8892647092,21.5224753286,18.4762937039
2014-04-02 03:00:00,18.5247404157,21.586743958000003,18.1377438786
2014-04-02 03:05:00,20.3698985903,21.4869563516,21.1929372555
2014-04-02 03:10:00,20.6890100003,20.0439076625,20.903689748
2014-04-02 03:15:00,18.148924807,20.6389777131,18.3272756183
2014-04-02 03:20:00,21.4213906747,20.2534521902,18.5096620752
2014-04-02 03:25:00,21.6250695892,18.2777913042,21.5703351056
2014-04-02 03:30:00,21.4018090934,20.3833395876,21.0765156065
2014-04-02 03:35:00,21.298525872,18.054456589,21.9846411849
2014-04-02 03:40:00,20.9798607938,19.2999496382,19.0159497968
2014-04-02 03:45:00,20.5337281251,21.7291703035,19.9512119555
2014-04-02 03:50:00,20.71450802,19.2161810785,18.9458383042
2014-04-02 03:55:00,21.2255811733,21.7593065706,20.4912005539
2014-04-02 04:00:00,20.6499938334,19.0005358286,18.4616569564
2014-04-02 04:05:00,19.3109078267,19.2582489618,18.508972691
2014-04-02 04:10:00,19.5038444086,20.5136299858,18.2875515656
2014-04-02 04:15:00,21.5882298735,21.0465078912,20.7743443291
2014-04-02 04:20:00,18.0684883432,20.005551072,19.9762903097
2014-04-02 04:25:00,20.795282325,21.52846274880001,20.4709248654
2014-04-02 04:30:00,21.8191102097,18.1609616864,21.5172041864
2014-04-02 04:35:00,20.8249126798,21.6887793545,20.961313939
2014-04-02 04:40:00,21.9756479529,18.7852311996,19.8468916727
2014-04-02 04:45:00,20.7501796221,21.536954980300003,21.9374239536
2014-04-02 04:50:00,18.1374521169,19.6034527179,19.8250244046
2014-04-02 04:55:00,21.3080395266,21.3310282235,18.4498026929
2014-04-02 05:00:00,19.1385196478,20.6866621992,21.970618989
2014-04-02 05:05:00,19.7842289027,18.7037665299,18.0912829201
2014-04-02 05:10:00,19.2483676636,21.6721902795,20.199534238
2014-04-02 05:15:00,19.0742164248,18.982069562,19.2363819548
2014-04-02 05:20:00,19.7256228147,18.9765604748,20.0142086041
2014-04-02 05:25:00,19.5150057938,21.2567155865,20.2348518104
2014-04-02 05:30:00,20.5333543274,18.4234930223,18.9603835851
2014-04-02 05:35:00,21.252604804,18.8881436255,20.2274350229
2014-04-02 05:40:00,19.1883546127,20.0147102937,21.024244448
2014-04-02 05:45:00,18.8548846113,21.3219081147,19.066039349
2014-04-02 05:50:00,20.6675810835,18.5899358989,19.5337045333
2014-04-02 05:55:00,20.6812802633,20.190672938,19.0729707727
2014-04-02 06:00:00,21.6045249571,20.8449623672,21.282238924
2014-04-02 06:05:00,18.0637827458,21.4423808989,20.8999290368
2014-04-02 06:10:00,21.4121626485,21.7422622408,21.4847857489
2014-04-02 06:15:00,20.0840086918,21.1385596579,18.6801995716
2014-04-02 06:20:00,20.4852083567,20.6113135929,18.2943185526
2014-04-02 06:25:00,18.3654857622,19.7344803413,18.4775340154
2014-04-02 06:30:00,19.7304597315,18.4484406168,18.6440733313
2014-04-02 06:35:00,18.909209629,20.8389487701,20.1323306427
2014-04-02 06:40:00,19.0169001203,21.9709492179,21.8836482815
2014-04-02 06:45:00,20.0163804587,20.9470423789,19.4289416665
2014-04-02 06:50:00,21.2498238016,18.066844375,21.8340330774
2014-04-02 06:55:00,20.9751237206,19.9850399122,18.15280318
2014-04-02 07:00:00,20.3639998363,20.4585865299,21.707488811300006
2014-04-02 07:05:00,20.157672771,20.7586968044,18.7246104292
2014-04-02 07:10:00,19.7092241729,20.8789033424,21.6498999429
2014-04-02 07:15:00,21.8908398942,20.2324337649,18.2249097205
2014-04-02 07:20:00,20.2407702169,18.8934413309,21.79287779
2014-04-02 07:25:00,19.0158655932,21.768802645900003,18.8031930573
2014-04-02 07:30:00,18.9203631682,20.7866658707,19.2108562403
2014-04-02 07:35:00,20.4454121231,18.9473601475,19.9637693764
2014-04-02 07:40:00,20.0913101092,19.2892873291,19.5228835249
2014-04-02 07:45:00,18.0307912118,21.6877106825,20.6701118771
2014-04-02 07:50:00,21.3202614888,21.5499407468,21.899231069
2014-04-02 07:55:00,20.8164894169,19.6205857534,20.4257059632
2014-04-02 08:00:00,20.6473171587,18.153228888,20.8859416377
2014-04-02 08:05:00,18.2751226308,18.1939894756,18.3520210012
2014-04-02 08:10:00,19.4482234007,19.1356731637,20.5112497163
2014-04-02 08:15:00,21.7415290429,20.5164888774,19.8153991082
2014-04-02 08:20:00,21.4503569654,20.336778541300003,21.5431294317
2014-04-02 08:25:00,19.1421717515,20.5353111478,19.5528443986
2014-04-02 08:30:00,18.6282355364,20.8691318877,20.7178165762
2014-04-02 08:35:00,19.7963518287,18.0761290144,18.912614913
2014-04-02 08:40:00,19.4233215147,18.4203423807,19.0374901341
2014-04-02 08:45:00,20.7289055068,19.4379338073,19.5044897237
2014-04-02 08:50:00,21.8657392403,18.6194399901,19.21625415
2014-04-02 08:55:00,19.4520057999,18.3012801702,19.0155153576
2014-04-02 09:00:00,62.046248748100005,69.9171157856,61.8754944003
2014-04-02 09:05:00,73.4075505135,72.2885760939,72.57975011180001
2014-04-02 09:10:00,61.7161163313,71.43572254109999,62.0745008201
2014-04-02 09:15:00,74.1576162013,72.3117409891,73.2681710122
2014-04-02 09:20:00,70.2382802209,70.2556489992,62.9063292913
2014-04-02 09:25:00,74.0069732348,71.2006963767,62.0875596241
2014-04-02 09:30:00,63.91537173840001,64.89619132920001,68.8568647901
2014-04-02 09:35:00,61.7535172155,74.70490929350001,68.033208379
2014-04-02 09:40:00,67.8396557046,63.6910529011,67.8807901361
2014-04-02 09:45:00,67.3284784382,64.1171166917,69.013258854
2014-04-02 09:50:00,65.7082949163,65.1293369127,65.10396984319999
2014-04-02 09:55:00,74.2241280517,74.46452104939999,70.2161101186
2014-04-02 10:00:00,82.6064995231,85.1782389068,77.6372824499
2014-04-02 10:05:00,80.1077529717,82.1767509954,75.03521860720001
2014-04-02 10:10:00,72.3675606862,79.6029739296,82.6672903515
